date,store_name,store_id,total_signals,unique_visits,device_id,lat,lon,addidas,apple,bmw,employed,female,h_&_m,high_income,honda,job_seeking,low_income,male,mercedes-benz,middle_income,retired,student,tommy_helfinger
2021-01-05,Aldi,place_87,1,1,25419,52.4517958,13.362227,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2021-01-05,Aldi,place_89,1,1,73396,52.53761120000001,13.3566279,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-05,Burger King,place_40,1,1,13090,52.54881750000001,13.593801199999998,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2021-01-05,Kaufland,place_213,3,2,31693,105.13533699999999,26.657822000000003,0,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0
2021-01-05,Kaufland,place_214,6,6,158216,315.3841551,80.6674641,0,1,0,0,0,0,1,1,0,0,6,1,5,0,1,0
2021-01-05,Kaufland,place_215,5,5,199625,262.6900605,66.0948734,1,1,1,0,0,0,1,0,0,0,5,0,4,1,1,0
2021-01-05,Kaufland,place_216,1,1,89293,52.4684494,13.3775429,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2021-01-05,Kaufland,place_217,1,1,37721,52.5591137,13.373966,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-05,Kaufland,place_218,1,1,88676,52.3962106,13.2407637,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2021-01-05,Kaufland,place_219,1,1,2156,52.60341999999999,13.3354,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2021-01-05,Kaufland,place_220,3,2,119687,104.846059,26.625375,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0
2021-01-05,Kaufland,place_221,2,2,79741,104.87355590000001,26.8961585,0,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0
2021-01-05,Kaufland,place_223,4,4,50958,210.1927722,54.020578900000004,0,0,1,0,0,0,0,0,2,3,4,0,1,0,0,0
