device_id,lat,lon,date,store_id,store_name
79634,52.50974,13.43496,2021-01-13,place_196,Rewe
13877,52.50965,13.43485,2021-01-14,place_196,Rewe
27222,52.5096575,13.435116699999998,2021-01-16,place_196,Rewe
11542,52.5095688,13.4348271,2021-01-17,place_196,Rewe
11542,52.50970649999999,13.4348426,2021-01-17,place_196,Rewe
171229,52.5096945,13.434929,2021-01-20,place_196,Rewe
82075,52.509682,13.434833,2021-01-20,place_196,Rewe
46295,52.52036700000001,13.386344,2021-01-01,place_28,McDonald's
81760,52.520304,13.38625,2021-01-04,place_28,McDonald's
7304,52.5203411,13.3862807,2021-01-05,place_28,McDonald's
77108,52.5203325,13.386316,2021-01-05,place_28,McDonald's
53102,52.5203083,13.386344199999998,2021-01-07,place_28,McDonald's
53102,52.52031529999999,13.3863298,2021-01-11,place_28,McDonald's
1113,52.5203546,13.386327,2021-01-15,place_28,McDonald's
33506,52.52035400000001,13.386371,2021-01-18,place_28,McDonald's
33506,52.505642,13.460095,2021-01-07,place_129,Aldi
33506,52.526395,13.426729000000002,2021-01-15,place_55,Aldi
62660,52.52032239999999,13.386294199999998,2021-01-21,place_28,McDonald's
7144,52.44798,13.59309,2021-01-01,place_18,McDonald's
42563,52.4481565,13.5928814,2021-01-15,place_18,McDonald's
42563,52.4480536,13.5928494,2021-01-15,place_18,McDonald's
57779,52.448168,13.59284,2021-01-16,place_18,McDonald's
126395,52.448069200000006,13.5929421,2021-01-19,place_18,McDonald's
13577,52.519994,13.388066,2021-01-01,place_29,McDonald's
18523,52.520089,13.388044,2021-01-06,place_29,McDonald's
97570,52.52004399999999,13.388059,2021-01-13,place_29,McDonald's
65534,52.519955,13.387989,2021-01-13,place_29,McDonald's
65534,52.519955,13.387989,2021-01-13,place_29,McDonald's
46443,52.520118,13.388053,2021-01-15,place_29,McDonald's
35623,52.52011,13.388087,2021-01-20,place_29,McDonald's
172278,52.520031,13.38813,2021-01-21,place_29,McDonald's
8753,52.52722610000001,13.232199800000002,2021-01-01,place_43,Burger King
47876,52.52726559999999,13.2322711,2021-01-16,place_43,Burger King
9288,52.43191899999999,13.54691,2021-01-01,place_25,McDonald's
6790,52.4318503,13.5471486,2021-01-01,place_25,McDonald's
6790,52.4319446,13.5470242,2021-01-09,place_25,McDonald's
6790,52.4525677,13.5147665,2021-01-08,place_35,Burger King
32917,52.431978,13.5469265,2021-01-10,place_25,McDonald's
32917,52.4234789,13.576977599999998,2021-01-02,place_127,Aldi
20633,52.43195,13.54705,2021-01-14,place_25,McDonald's
29802,52.431885,13.547015,2021-01-14,place_25,McDonald's
35745,52.541398,13.436914000000002,2021-01-01,place_64,Aldi
6209,52.5413139,13.4374292,2021-01-04,place_64,Aldi
7551,52.5412201,13.437428,2021-01-14,place_64,Aldi
99931,52.541197200000006,13.437366399999998,2021-01-15,place_64,Aldi
23806,52.5045062,13.6236079,2021-01-01,place_17,McDonald's
82748,52.5045068,13.6235625,2021-01-16,place_17,McDonald's
82748,52.5044135,13.623371300000002,2021-01-16,place_17,McDonald's
48273,52.5044269,13.6233878,2021-01-21,place_17,McDonald's
18223,52.4506,13.50841,2021-01-01,place_161,Rewe
37002,52.45069599999999,13.508475,2021-01-04,place_161,Rewe
37002,52.450748,13.508525,2021-01-04,place_161,Rewe
37002,52.450707,13.50844,2021-01-04,place_161,Rewe
37002,52.450707,13.508456,2021-01-04,place_161,Rewe
44716,52.45080600000001,13.508532,2021-01-06,place_161,Rewe
68115,52.45076,13.5084,2021-01-08,place_161,Rewe
24394,52.45082070000001,13.5088056,2021-01-15,place_161,Rewe
59915,52.45072,13.50849,2021-01-18,place_161,Rewe
59915,52.45078,13.5087,2021-01-18,place_161,Rewe
59915,52.4398,13.49938,2021-01-14,place_162,Rewe
13515,52.4505664,13.5087269,2021-01-18,place_161,Rewe
21073,52.45063,13.508679999999998,2021-01-19,place_161,Rewe
2272,52.45079000000001,13.50854,2021-01-19,place_161,Rewe
10652,52.4507,13.508397,2021-01-21,place_161,Rewe
21173,52.436258,13.465008,2021-01-01,place_26,McDonald's
21173,52.436252,13.464911,2021-01-09,place_26,McDonald's
21173,52.412997,13.493056,2021-01-06,place_203,Rewe
2271,52.43623879999999,13.4649261,2021-01-05,place_26,McDonald's
12246,52.4362,13.464720000000002,2021-01-05,place_26,McDonald's
21738,52.4362547,13.4649776,2021-01-11,place_26,McDonald's
42153,52.4362007,13.464847699999998,2021-01-15,place_26,McDonald's
65833,52.4361881,13.4647546,2021-01-18,place_26,McDonald's
35578,52.43914,13.271070000000002,2021-01-02,place_79,Aldi
35578,52.43913000000001,13.27111,2021-01-02,place_79,Aldi
35578,52.43913000000001,13.27111,2021-01-03,place_79,Aldi
35578,52.43914,13.27109,2021-01-04,place_79,Aldi
35578,52.43913000000001,13.271120000000002,2021-01-05,place_79,Aldi
35578,52.43913000000001,13.27114,2021-01-07,place_79,Aldi
35578,52.43914,13.27113,2021-01-08,place_79,Aldi
35578,52.4392,13.27114,2021-01-10,place_79,Aldi
35578,52.4392,13.27114,2021-01-10,place_79,Aldi
35578,52.43913000000001,13.27113,2021-01-10,place_79,Aldi
35578,52.43915,13.27108,2021-01-10,place_79,Aldi
35578,52.43913000000001,13.27113,2021-01-12,place_79,Aldi
35578,52.43912,13.27113,2021-01-14,place_79,Aldi
35578,52.43913000000001,13.27113,2021-01-14,place_79,Aldi
35578,52.43912,13.27113,2021-01-17,place_79,Aldi
35578,52.43912,13.271120000000002,2021-01-17,place_79,Aldi
35578,52.43912,13.27114,2021-01-19,place_79,Aldi
3508,52.4391421,13.2712223,2021-01-09,place_79,Aldi
3508,52.4391557,13.271266199999998,2021-01-21,place_79,Aldi
8707,52.43926999999999,13.27117,2021-01-10,place_79,Aldi
8707,52.43926999999999,13.27111,2021-01-20,place_79,Aldi
101362,52.439295,13.271454,2021-01-11,place_79,Aldi
101362,52.43919200000001,13.271152,2021-01-11,place_79,Aldi
60181,52.4391495,13.2710764,2021-01-12,place_79,Aldi
60181,52.439225,13.2713165,2021-01-13,place_79,Aldi
60181,52.4391841,13.2711985,2021-01-13,place_79,Aldi
60181,52.4392891,13.2714438,2021-01-13,place_79,Aldi
60181,52.43924820000001,13.271301800000002,2021-01-13,place_79,Aldi
60181,52.4189276,13.4219165,2021-01-21,place_99,Aldi
60181,52.4189747,13.421974,2021-01-21,place_99,Aldi
32896,52.46836,13.37724,2021-01-02,place_216,Kaufland
25697,52.46807800000001,13.37674,2021-01-02,place_216,Kaufland
25697,52.467951,13.377332,2021-01-02,place_216,Kaufland
25697,52.468033,13.377261,2021-01-02,place_216,Kaufland
25697,52.567745,13.328926,2021-01-04,place_213,Kaufland
45205,52.4680177,13.3770908,2021-01-02,place_216,Kaufland
45205,52.467749100000006,13.3773467,2021-01-11,place_216,Kaufland
45205,52.4676194,13.3773021,2021-01-12,place_216,Kaufland
28998,52.4676265,13.3772496,2021-01-02,place_216,Kaufland
376,52.46767,13.37738,2021-01-04,place_216,Kaufland
89293,52.4684494,13.3775429,2021-01-05,place_216,Kaufland
80724,52.46842,13.377020000000002,2021-01-06,place_216,Kaufland
93882,52.46785,13.376970000000002,2021-01-06,place_216,Kaufland
38139,52.46831629999999,13.3771675,2021-01-06,place_216,Kaufland
21813,52.46776,13.3775,2021-01-08,place_216,Kaufland
21813,52.46803000000001,13.37696,2021-01-14,place_216,Kaufland
15752,52.46834499999999,13.3771506,2021-01-08,place_216,Kaufland
15752,52.46832679999999,13.3772102,2021-01-08,place_216,Kaufland
15752,52.4677082,13.3767279,2021-01-08,place_216,Kaufland
15752,52.4682166,13.3767624,2021-01-16,place_216,Kaufland
15752,52.4677145,13.3767775,2021-01-16,place_216,Kaufland
15752,52.46774050000001,13.3767488,2021-01-16,place_216,Kaufland
32098,52.468251,13.37744,2021-01-08,place_216,Kaufland
16843,52.46797660000001,13.3774494,2021-01-09,place_216,Kaufland
16843,52.4677031,13.376807199999998,2021-01-21,place_216,Kaufland
16843,52.47086070000001,13.4611502,2021-01-17,place_1,McDonald's
73395,52.46771,13.37716,2021-01-09,place_216,Kaufland
35665,52.4677786,13.376966199999998,2021-01-09,place_216,Kaufland
35665,52.4681366,13.3768749,2021-01-16,place_216,Kaufland
35665,52.4676697,13.3773263,2021-01-16,place_216,Kaufland
13149,52.46768470000001,13.3771057,2021-01-09,place_216,Kaufland
13149,52.4679659,13.3774276,2021-01-09,place_216,Kaufland
6856,52.46769200000001,13.377397,2021-01-09,place_216,Kaufland
6856,52.456116,13.337929,2021-01-02,place_98,Aldi
15015,52.4676809,13.3773709,2021-01-11,place_216,Kaufland
15015,52.4676561,13.3773819,2021-01-18,place_216,Kaufland
15015,52.46822510000001,13.3739104,2021-01-20,place_83,Aldi
15015,52.46834690000001,13.3741791,2021-01-20,place_83,Aldi
41891,52.4682882,13.376965099999998,2021-01-11,place_216,Kaufland
10236,52.4680596,13.3770211,2021-01-11,place_216,Kaufland
10236,52.46759870000001,13.377274599999998,2021-01-11,place_216,Kaufland
10236,52.4683407,13.3772542,2021-01-16,place_216,Kaufland
10236,52.46834870000001,13.3772546,2021-01-19,place_216,Kaufland
10236,52.46834870000001,13.3772546,2021-01-19,place_216,Kaufland
10236,52.46834870000001,13.3772546,2021-01-19,place_216,Kaufland
10236,52.46834870000001,13.3772546,2021-01-19,place_216,Kaufland
35454,52.468048,13.377541,2021-01-13,place_216,Kaufland
61019,52.467761,13.377512,2021-01-13,place_216,Kaufland
49861,52.468462,13.3769538,2021-01-13,place_216,Kaufland
139829,52.46765,13.3773116,2021-01-14,place_216,Kaufland
139829,52.467657,13.3773189,2021-01-15,place_216,Kaufland
139829,52.4676625,13.377301500000002,2021-01-15,place_216,Kaufland
139829,52.4676479,13.3773423,2021-01-15,place_216,Kaufland
139829,52.4676525,13.3773546,2021-01-18,place_216,Kaufland
139829,52.46765429999999,13.3773227,2021-01-18,place_216,Kaufland
139829,52.4676586,13.3773113,2021-01-21,place_216,Kaufland
139829,52.46766410000001,13.377300199999995,2021-01-21,place_216,Kaufland
13566,52.4678965,13.3773951,2021-01-15,place_216,Kaufland
13566,52.46834499999999,13.3740706,2021-01-15,place_83,Aldi
31118,52.46795,13.3774456,2021-01-15,place_216,Kaufland
31118,52.4648551,13.3950915,2021-01-14,place_151,Rewe
27000,52.46791,13.377455,2021-01-15,place_216,Kaufland
27000,52.468346,13.377222,2021-01-15,place_216,Kaufland
19719,52.46823000000001,13.37703,2021-01-16,place_216,Kaufland
9273,52.468396,13.376974,2021-01-16,place_216,Kaufland
15696,52.4676714,13.3770961,2021-01-16,place_216,Kaufland
15696,52.4677772,13.377096300000002,2021-01-16,place_216,Kaufland
15696,52.46777460000001,13.3771115,2021-01-16,place_216,Kaufland
15696,52.4677246,13.3771051,2021-01-16,place_216,Kaufland
15696,52.4676479,13.3774024,2021-01-16,place_216,Kaufland
15696,52.4676387,13.3772646,2021-01-16,place_216,Kaufland
6032,52.4676639,13.3773188,2021-01-16,place_216,Kaufland
107970,52.4677178,13.377475400000002,2021-01-18,place_216,Kaufland
22285,52.46767,13.37738,2021-01-18,place_216,Kaufland
22285,52.43671,13.44753,2021-01-21,place_221,Kaufland
31197,52.46838,13.37744,2021-01-19,place_216,Kaufland
22174,52.46799,13.37694,2021-01-19,place_216,Kaufland
14254,52.4676661,13.3774582,2021-01-20,place_216,Kaufland
32776,52.4678516,13.3770089,2021-01-21,place_216,Kaufland
9842,52.46805,13.376970000000002,2021-01-21,place_216,Kaufland
62333,52.4008,13.271579999999998,2021-01-02,place_180,Rewe
62333,52.40078,13.27164,2021-01-08,place_180,Rewe
62333,52.40077,13.27141,2021-01-21,place_180,Rewe
26706,52.4007425,13.271842800000002,2021-01-02,place_180,Rewe
26706,52.4082182,13.2686892,2021-01-16,place_113,Aldi
29757,52.400897,13.2717289,2021-01-07,place_180,Rewe
29757,52.396561,13.2807977,2021-01-11,place_200,Rewe
29757,52.3870162,13.2630548,2021-01-20,place_178,Rewe
29757,52.3871382,13.262987900000002,2021-01-20,place_178,Rewe
39994,52.4007622,13.2718716,2021-01-08,place_180,Rewe
39994,52.387146,13.2630281,2021-01-06,place_178,Rewe
39994,52.3869665,13.2629976,2021-01-06,place_178,Rewe
46693,52.4008557,13.2717416,2021-01-11,place_180,Rewe
46693,52.3962429,13.2405942,2021-01-15,place_218,Kaufland
26247,52.400754,13.271819,2021-01-15,place_180,Rewe
2749,52.4006618,13.2718634,2021-01-20,place_180,Rewe
43840,52.40089,13.27188,2021-01-21,place_180,Rewe
49567,52.46216170000001,13.367403,2021-01-02,place_225,Kaufland
49567,52.46214770000001,13.3674742,2021-01-02,place_225,Kaufland
49567,52.56778320000001,13.3285497,2021-01-04,place_213,Kaufland
27224,52.4620803,13.3675017,2021-01-02,place_225,Kaufland
27224,52.46148620000001,13.367595199999998,2021-01-04,place_225,Kaufland
27224,52.4612456,13.3675209,2021-01-04,place_225,Kaufland
27224,52.4621811,13.367912400000002,2021-01-04,place_225,Kaufland
27224,52.4621562,13.3674766,2021-01-05,place_225,Kaufland
27224,52.462372,13.367866500000002,2021-01-05,place_225,Kaufland
27224,52.46237120000001,13.3678663,2021-01-05,place_225,Kaufland
27224,52.4612246,13.3675951,2021-01-06,place_225,Kaufland
27224,52.46127679999999,13.3675921,2021-01-06,place_225,Kaufland
27224,52.4623111,13.3675939,2021-01-06,place_225,Kaufland
27224,52.4615719,13.3676156,2021-01-06,place_225,Kaufland
27224,52.4617641,13.367602599999998,2021-01-06,place_225,Kaufland
27224,52.4614066,13.3676529,2021-01-07,place_225,Kaufland
27224,52.4613069,13.3676426,2021-01-07,place_225,Kaufland
27224,52.4618741,13.3675676,2021-01-08,place_225,Kaufland
27224,52.4623582,13.3679682,2021-01-08,place_225,Kaufland
27224,52.461934,13.367463399999998,2021-01-12,place_225,Kaufland
27224,52.4618425,13.3675654,2021-01-12,place_225,Kaufland
27224,52.4614407,13.367583800000002,2021-01-12,place_225,Kaufland
27224,52.462346,13.367865,2021-01-13,place_225,Kaufland
27224,52.4618563,13.3678329,2021-01-13,place_225,Kaufland
27224,52.4623185,13.3677568,2021-01-14,place_225,Kaufland
27224,52.4619805,13.367413399999998,2021-01-21,place_225,Kaufland
27224,52.4621446,13.3674916,2021-01-21,place_225,Kaufland
58848,52.46131310000001,13.3676775,2021-01-04,place_225,Kaufland
8748,52.4618595,13.3675166,2021-01-04,place_225,Kaufland
8748,52.462307900000006,13.3676899,2021-01-04,place_225,Kaufland
8748,52.46139520000001,13.3677419,2021-01-18,place_225,Kaufland
8748,52.461352100000006,13.3677665,2021-01-19,place_225,Kaufland
13747,52.46215,13.36794,2021-01-05,place_225,Kaufland
13747,52.46233,13.36796,2021-01-05,place_225,Kaufland
13747,52.46218,13.367920000000002,2021-01-06,place_225,Kaufland
13747,52.46151999999999,13.36779,2021-01-06,place_225,Kaufland
13747,52.46221,13.36794,2021-01-06,place_225,Kaufland
13747,52.4622,13.367920000000002,2021-01-07,place_225,Kaufland
13747,52.46222,13.3679,2021-01-07,place_225,Kaufland
13747,52.46216,13.36789,2021-01-07,place_225,Kaufland
13747,52.46234000000001,13.36798,2021-01-08,place_225,Kaufland
13747,52.41291,13.49296,2021-01-11,place_203,Rewe
79842,52.4621606,13.3673965,2021-01-06,place_225,Kaufland
79842,52.5336988,13.456561,2021-01-18,place_226,Kaufland
79842,52.506006000000006,13.4476264,2021-01-11,place_207,Rewe
41569,52.4614566,13.36779,2021-01-06,place_225,Kaufland
41569,52.4619052,13.3676592,2021-01-06,place_225,Kaufland
24342,52.46174,13.36754,2021-01-07,place_225,Kaufland
19791,52.46167,13.3677,2021-01-08,place_225,Kaufland
30647,52.461817,13.367447,2021-01-08,place_225,Kaufland
30647,52.461972,13.367466,2021-01-08,place_225,Kaufland
71004,52.461679,13.36756,2021-01-09,place_225,Kaufland
71004,52.462448,13.367472,2021-01-19,place_225,Kaufland
3755,52.461974,13.367432999999998,2021-01-11,place_225,Kaufland
34934,52.4621768,13.3676767,2021-01-12,place_225,Kaufland
34934,52.46490229999999,13.3950658,2021-01-15,place_151,Rewe
34934,52.46477660000001,13.394969199999998,2021-01-15,place_151,Rewe
14585,52.461975,13.367857,2021-01-13,place_225,Kaufland
19470,52.46185,13.3676,2021-01-14,place_225,Kaufland
463,52.46173,13.36754,2021-01-14,place_225,Kaufland
463,52.46159,13.36761,2021-01-14,place_225,Kaufland
39394,52.46198,13.36744,2021-01-15,place_225,Kaufland
44268,52.4619455,13.3674418,2021-01-15,place_225,Kaufland
44268,52.4617777,13.3675664,2021-01-15,place_225,Kaufland
10450,52.46193,13.36748,2021-01-15,place_225,Kaufland
41014,52.461891,13.367466,2021-01-15,place_225,Kaufland
24139,52.4615625,13.3677555,2021-01-16,place_225,Kaufland
25826,52.4621246,13.3676025,2021-01-16,place_225,Kaufland
41164,52.46233,13.36759,2021-01-18,place_225,Kaufland
16847,52.4619421,13.3673764,2021-01-18,place_225,Kaufland
43010,52.46164,13.36767,2021-01-19,place_225,Kaufland
162068,52.46177,13.3675,2021-01-19,place_225,Kaufland
35625,52.46185,13.36779,2021-01-20,place_225,Kaufland
80502,52.4623406,13.3674092,2021-01-21,place_225,Kaufland
29319,52.56786,13.32841,2021-01-02,place_213,Kaufland
38591,52.5674819,13.328330800000002,2021-01-04,place_213,Kaufland
38591,52.5677318,13.3287399,2021-01-07,place_213,Kaufland
38591,52.56765400000001,13.3286384,2021-01-07,place_213,Kaufland
38591,52.567678,13.328628699999998,2021-01-07,place_213,Kaufland
38591,52.5677664,13.328567800000002,2021-01-07,place_213,Kaufland
38591,52.540973,13.2483028,2021-01-18,place_123,Aldi
72561,52.5676266,13.3285609,2021-01-04,place_213,Kaufland
72561,52.5677905,13.3282946,2021-01-04,place_213,Kaufland
72561,52.5676644,13.328808800000004,2021-01-04,place_213,Kaufland
41640,52.56766,13.32865,2021-01-04,place_213,Kaufland
44709,52.567614,13.328463,2021-01-04,place_213,Kaufland
16140,52.567762,13.32903,2021-01-05,place_213,Kaufland
15553,52.567575,13.328792000000002,2021-01-05,place_213,Kaufland
15553,52.567673,13.328677,2021-01-05,place_213,Kaufland
2489,52.56749,13.32835,2021-01-06,place_213,Kaufland
2489,52.56766999999999,13.32863,2021-01-06,place_213,Kaufland
25418,52.5680088,13.3284692,2021-01-06,place_213,Kaufland
50625,52.56756,13.32826,2021-01-06,place_213,Kaufland
48027,52.56756,13.32858,2021-01-07,place_213,Kaufland
36913,52.5672859,13.3286533,2021-01-07,place_213,Kaufland
36913,52.5674914,13.328604,2021-01-15,place_213,Kaufland
36913,52.5674986,13.328606,2021-01-15,place_213,Kaufland
22304,52.56751,13.328779999999998,2021-01-07,place_213,Kaufland
3841,52.5676988,13.328629500000002,2021-01-08,place_213,Kaufland
42255,52.5676976,13.3286006,2021-01-08,place_213,Kaufland
3752,52.5677378,13.3287524,2021-01-08,place_213,Kaufland
3752,52.5675797,13.3283524,2021-01-08,place_213,Kaufland
3752,52.567544700000006,13.3283666,2021-01-08,place_213,Kaufland
3752,52.5675583,13.3283651,2021-01-15,place_213,Kaufland
3752,52.61034889999999,13.3187495,2021-01-21,place_120,Aldi
95872,52.56757,13.32848,2021-01-08,place_213,Kaufland
288,52.56765600000001,13.328176,2021-01-09,place_213,Kaufland
288,52.56765600000001,13.328176,2021-01-09,place_213,Kaufland
288,52.567482,13.328758,2021-01-09,place_213,Kaufland
288,52.567482,13.328758,2021-01-09,place_213,Kaufland
34493,52.56758660000001,13.3285446,2021-01-09,place_213,Kaufland
34493,52.56748680000001,13.3284367,2021-01-09,place_213,Kaufland
